check_id,check_url,last_checked_at,last_checked_status_code,supplier_name,supplier_is_beekeeper,supplier_postcode,country,sell_direct,medium,packaging_type,honey_type,next_check_at,check_enabled,latitude,longitude
8bcaa8b4-586e-11e8-b947-e4b3182e34ed,https://www.quincehoneyfarm.co.uk/shop/honey/exmoor-heather-honey-45g/,2018-11-08T15:30:57Z,200,Quince Honey Farm,true,EX36 3AZ,england,true,jar,glass,heather,2018-11-09T17:48:41Z,true,51.0207915765962,-3.83726126105894
8d4150d1-8469-43cb-9df3-b01473914b13,https://www.payneshoney.co.uk/english-honey/227g-english-heather-honey/,2018-11-08T15:31:46Z,200,Paynes Honey,true,BN6 9NP,england,true,jar,glass,heather,2018-11-09T18:52:22Z,true,50.92700767,-0.162279
91e14b29-dd40-4b7f-94b6-efc206ebc32b,https://www.payneshoney.co.uk/non-drip-squeezy-bottle-range/590g-family-size-squeezable-bottle-english-honey/,2018-11-08T15:31:15Z,200,Paynes Honey,true,BN6 9NP,england,true,jar,plastic,wildflower,2018-11-09T17:08:16Z,true,50.92700767,-0.162279
9c69b884-5915-11e8-b947-e4b3182e34ed,https://thelondonhoneycompany.co.uk/collections/honey/products/pure-honey-bell-heather-jar-250g,2018-06-20T00:00:00Z,0,London Honey Company,true,SE1 2NR,england,true,jar,glass,bell-heather,2018-06-24T03:00:00Z,false,51.5016607260058,-0.076679836829259
a031c596-77bb-11e8-83a4-e4b3182e34ed,http://www.hiveandkeeper.com/available/fruity-honey-from-paul-vassey-bonby-3zc23,2018-11-08T15:30:39Z,404,Hive And Keeper,false,SW18 3JY,england,true,jar,glass,wildflower,2018-11-09T14:24:19Z,true,51.4433408763912,-0.17321318659058
a031dbc6-77bb-11e8-83a4-e4b3182e34ed,http://www.hiveandkeeper.com/available/fruity-honey-from-paul-vassey-bonby-3zc23,2018-11-08T15:29:50Z,404,Hive And Keeper,false,SW18 3JY,england,true,jar,glass,wildflower,2018-11-09T13:50:05Z,true,51.4433408763912,-0.17321318659058
a031eae4-77bb-11e8-83a4-e4b3182e34ed,http://www.hiveandkeeper.com/available/a-spicy-honey-from-petworth-sussex,2018-11-08T15:31:03Z,404,Hive And Keeper,false,SW18 3JY,england,true,jar,glass,wildflower,2018-11-09T17:36:37Z,true,51.4433408763912,-0.17321318659058
a031f340-77bb-11e8-83a4-e4b3182e34ed,http://www.hiveandkeeper.com/available/a-spicy-honey-from-petworth-sussex,2018-11-08T15:34:06Z,404,Hive And Keeper,false,SW18 3JY,england,true,jar,glass,wildflower,2018-11-09T10:41:46Z,true,51.4433408763912,-0.17321318659058
a031fdb8-77bb-11e8-83a4-e4b3182e34ed,http://www.hiveandkeeper.com/available/fresh-honey-from-kings-somborne-hampshire,2018-11-08T15:33:12Z,404,Hive And Keeper,false,SW18 3JY,england,true,jar,glass,wildflower,2018-11-09T16:55:29Z,true,51.4433408763912,-0.17321318659058
a03204fc-77bb-11e8-83a4-e4b3182e34ed,http://www.hiveandkeeper.com/available/fresh-honey-from-kings-somborne-hampshire,2018-11-08T15:32:10Z,404,Hive And Keeper,false,SW18 3JY,england,true,jar,glass,wildflower,2018-11-09T14:48:09Z,true,51.4433408763912,-0.17321318659058
